level,node_name,parent_name,class_count,train_count,val_count,path
14,snow leopard,big cat,1,542,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > big cat > snow leopard
14,tiger,big cat,1,542,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > big cat > tiger
14,domestic cat,cat,5,2739,250,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat
14,wildcat,cat,2,1076,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > wildcat
14,Angora,rabbit,1,541,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > lagomorph > leporid > rabbit > Angora
14,wood rabbit,rabbit,1,491,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > lagomorph > leporid > rabbit > wood rabbit
14,great ape,anthropoid ape,3,1668,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > great ape
14,lesser ape,anthropoid ape,2,1030,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > lesser ape
14,capuchin,New World monkey,1,517,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > capuchin
14,howler monkey,New World monkey,1,540,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > howler monkey
14,marmoset,New World monkey,1,565,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > marmoset
14,spider monkey,New World monkey,1,499,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > spider monkey
14,squirrel monkey,New World monkey,1,505,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > squirrel monkey
14,titi,New World monkey,1,467,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > New World monkey > titi
14,baboon,Old World monkey,1,570,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > baboon
14,colobus,Old World monkey,1,564,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > colobus
14,guenon,Old World monkey,1,548,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > guenon
14,langur,Old World monkey,1,585,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > langur
14,macaque,Old World monkey,1,510,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > macaque
14,patas,Old World monkey,1,514,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > patas
14,proboscis monkey,Old World monkey,1,481,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > proboscis monkey
14,fox squirrel,tree squirrel,1,526,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > squirrel > tree squirrel > fox squirrel
14,Arabian camel,camel,1,631,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > camel > Arabian camel
14,bovid,ruminant,9,5105,450,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid
14,hog,swine,1,659,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > swine > hog
14,warthog,swine,1,452,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > swine > warthog
14,wild boar,swine,1,507,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > swine > wild boar
14,horse,equine,1,439,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > odd-toed ungulate > equine > horse
14,zebra,equine,1,503,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > odd-toed ungulate > equine > zebra
14,leatherback turtle,sea turtle,1,498,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > anapsid > chelonian > turtle > sea turtle > leatherback turtle
14,loggerhead,sea turtle,1,510,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > anapsid > chelonian > turtle > sea turtle > loggerhead
14,ceratopsian,ornithischian,1,500,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > archosaur > dinosaur > ornithischian > ceratopsian
14,agama,agamid,1,519,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > agamid > agama
14,frilled lizard,agamid,1,450,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > agamid > frilled lizard
14,alligator lizard,anguid lizard,1,484,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > anguid lizard > alligator lizard
14,African chameleon,chameleon,1,428,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > chameleon > African chameleon
14,banded gecko,gecko,1,466,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > gecko > banded gecko
14,American chameleon,iguanid,1,554,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > iguanid > American chameleon
14,common iguana,iguanid,1,532,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > iguanid > common iguana
14,green lizard,lacertid lizard,1,603,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > lacertid lizard > green lizard
14,Komodo dragon,monitor,1,542,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > monitor > Komodo dragon
14,whiptail,teiid lizard,1,442,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > teiid lizard > whiptail
14,Gila monster,venomous lizard,1,460,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard > venomous lizard > Gila monster
14,boa constrictor,boa,1,573,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > constrictor > boa > boa constrictor
14,python,boa,1,428,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > constrictor > boa > python
14,Indian cobra,cobra,1,500,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > elapid > cobra > Indian cobra
14,black mamba,mamba,1,472,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > elapid > mamba > black mamba
14,rattlesnake,pit viper,2,887,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > viper > pit viper > rattlesnake
15,cyprinid,cypriniform fish,2,1102,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > soft-finned fish > cypriniform fish > cyprinid
15,salmon,salmonid,1,541,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > soft-finned fish > salmonid > salmon
15,butterfly fish,percoid fish,1,424,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > percoid fish > butterfly fish
15,damselfish,percoid fish,1,600,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > percoid fish > damselfish
15,puffer,plectognath,1,493,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > plectognath > puffer
15,scorpaenid,scorpaenoid,1,509,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > scorpaenoid > scorpaenid
15,great white shark,mackerel shark,1,530,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > cartilaginous fish > elasmobranch > shark > mackerel shark > great white shark
15,tiger shark,requiem shark,1,485,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > cartilaginous fish > elasmobranch > shark > requiem shark > tiger shark
15,ruddy turnstone,turnstone,1,526,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird > shorebird > plover > turnstone > ruddy turnstone
15,merganser,sea duck,1,442,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > waterfowl > anseriform bird > duck > sea duck > merganser
15,grey whale,baleen whale,1,421,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > aquatic mammal > cetacean > whale > baleen whale > grey whale
15,dolphin,toothed whale,1,460,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > aquatic mammal > cetacean > whale > toothed whale > dolphin
15,sea lion,eared seal,1,704,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > aquatic mammal > pinniped mammal > seal > eared seal > sea lion
15,Cardigan,corgi,1,518,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > corgi > Cardigan
15,Pembroke,corgi,1,500,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > corgi > Pembroke
15,Brabancon griffon,griffon,1,486,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > griffon > Brabancon griffon
15,Rhodesian ridgeback,hunting dog,1,1040,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > Rhodesian ridgeback
15,hound,hunting dog,19,8589,950,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound
15,sporting dog,hunting dog,17,11299,850,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog
15,terrier,hunting dog,26,12483,1300,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier
15,miniature poodle,poodle,1,538,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > poodle > miniature poodle
15,standard poodle,poodle,1,1248,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > poodle > standard poodle
15,toy poodle,poodle,1,350,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > poodle > toy poodle
15,Pomeranian,spitz,1,739,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > spitz > Pomeranian
15,Samoyed,spitz,1,472,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > spitz > Samoyed
15,chow,spitz,1,449,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > spitz > chow
15,keeshond,spitz,1,358,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > spitz > keeshond
15,Chihuahua,toy dog,1,709,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > toy dog > Chihuahua
15,Japanese spaniel,toy dog,1,333,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > toy dog > Japanese spaniel
15,Maltese dog,toy dog,1,410,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > toy dog > Maltese dog
15,Pekinese,toy dog,1,776,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > toy dog > Pekinese
15,Shih-Tzu,toy dog,1,587,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > toy dog > Shih-Tzu
15,toy spaniel,toy dog,2,1395,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > toy dog > toy spaniel
15,toy terrier,toy dog,1,263,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > toy dog > toy terrier
15,Eskimo dog,working dog,1,977,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Eskimo dog
15,Great Dane,working dog,1,914,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Great Dane
15,Saint Bernard,working dog,1,1037,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Saint Bernard
15,Sennenhunde,working dog,4,2014,200,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Sennenhunde
15,boxer,working dog,1,1300,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > boxer
15,bull mastiff,working dog,1,548,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > bull mastiff
15,bulldog,working dog,1,411,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > bulldog
15,mastiff,working dog,1,859,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > mastiff
15,shepherd dog,working dog,12,6803,600,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog
15,sled dog,working dog,2,1109,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > sled dog
15,watchdog,working dog,5,2835,250,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > watchdog
15,Egyptian cat,domestic cat,1,591,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat > Egyptian cat
15,Persian cat,domestic cat,1,584,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat > Persian cat
15,Siamese cat,domestic cat,1,527,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat > Siamese cat
15,tabby,domestic cat,1,564,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat > tabby
15,tiger cat,domestic cat,1,473,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat > tiger cat
15,cougar,wildcat,1,566,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > wildcat > cougar
15,lynx,wildcat,1,510,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > wildcat > lynx
15,chimpanzee,great ape,1,565,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > great ape > chimpanzee
15,gorilla,great ape,1,545,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > great ape > gorilla
15,orangutan,great ape,1,558,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > great ape > orangutan
15,gibbon,lesser ape,1,525,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > lesser ape > gibbon
15,siamang,lesser ape,1,505,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > lesser ape > siamang
15,Old World buffalo,bovid,1,493,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > Old World buffalo
15,antelope,bovid,3,1653,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > antelope
15,bison,bovid,1,663,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > bison
15,bovine,bovid,1,651,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > bovine
15,goat,bovid,1,512,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > goat
15,sheep,bovid,1,508,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > sheep
15,wild sheep,bovid,1,625,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > wild sheep
15,sorrel,horse,1,439,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > odd-toed ungulate > equine > horse > sorrel
15,triceratops,ceratopsian,1,500,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > archosaur > dinosaur > ornithischian > ceratopsian > triceratops
15,rock python,python,1,428,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > constrictor > boa > python > rock python
15,green mamba,black mamba,1,472,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > elapid > mamba > black mamba > green mamba
15,diamondback,rattlesnake,1,448,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > viper > pit viper > rattlesnake > diamondback
15,sidewinder,rattlesnake,1,439,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > viper > pit viper > rattlesnake > sidewinder
16,goldfish,cyprinid,1,648,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > soft-finned fish > cypriniform fish > cyprinid > goldfish
16,tench,cyprinid,1,454,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > soft-finned fish > cypriniform fish > cyprinid > tench
16,coho,salmon,1,541,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > soft-finned fish > salmonid > salmon > coho
16,rock beauty,butterfly fish,1,424,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > percoid fish > butterfly fish > rock beauty
16,anemone fish,damselfish,1,600,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > percoid fish > damselfish > anemone fish
16,lionfish,scorpaenid,1,509,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish > spiny-finned fish > scorpaenoid > scorpaenid > lionfish
16,red-breasted merganser,merganser,1,442,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > waterfowl > anseriform bird > duck > sea duck > merganser > red-breasted merganser
16,killer whale,dolphin,1,460,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > aquatic mammal > cetacean > whale > toothed whale > dolphin > killer whale
16,Afghan hound,hound,1,393,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > Afghan hound
16,Ibizan hound,hound,1,577,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > Ibizan hound
16,Norwegian elkhound,hound,1,465,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > Norwegian elkhound
16,Saluki,hound,1,442,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > Saluki
16,Scottish deerhound,hound,1,636,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > Scottish deerhound
16,Weimaraner,hound,1,522,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > Weimaraner
16,basset,hound,1,491,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > basset
16,beagle,hound,1,488,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > beagle
16,bloodhound,hound,1,343,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > bloodhound
16,bluetick,hound,1,437,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > bluetick
16,coonhound,hound,1,296,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > coonhound
16,foxhound,hound,2,951,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > foxhound
16,greyhound,hound,2,808,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > greyhound
16,otterhound,hound,1,360,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > otterhound
16,redbone,hound,1,677,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > redbone
16,wolfhound,hound,2,703,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > wolfhound
16,pointer,sporting dog,2,1400,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > pointer
16,retriever,sporting dog,5,3614,250,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > retriever
16,setter,sporting dog,3,2616,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > setter
16,spaniel,sporting dog,7,3669,350,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > spaniel
16,Airedale,terrier,1,531,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Airedale
16,Australian terrier,terrier,1,541,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Australian terrier
16,Bedlington terrier,terrier,1,427,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Bedlington terrier
16,Border terrier,terrier,1,446,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Border terrier
16,Boston bull,terrier,1,397,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Boston bull
16,Dandie Dinmont,terrier,1,450,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Dandie Dinmont
16,Irish terrier,terrier,1,492,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Irish terrier
16,Kerry blue terrier,terrier,1,381,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Kerry blue terrier
16,Lhasa,terrier,1,391,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Lhasa
16,Norfolk terrier,terrier,1,594,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Norfolk terrier
16,Norwich terrier,terrier,1,568,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Norwich terrier
16,Scotch terrier,terrier,1,396,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Scotch terrier
16,Tibetan terrier,terrier,1,468,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Tibetan terrier
16,West Highland white terrier,terrier,1,486,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > West Highland white terrier
16,Yorkshire terrier,terrier,1,834,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Yorkshire terrier
16,bullterrier,terrier,2,1317,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > bullterrier
16,cairn,terrier,1,480,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > cairn
16,fox terrier,terrier,1,473,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > fox terrier
16,schnauzer,terrier,3,1190,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > schnauzer
16,silky terrier,terrier,1,401,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > silky terrier
